GCA_014169115.1_ASM1416911v1,plasmid_AD482,0
GCA_014169115.1_ASM1416911v1,plasmid_AC512,0
GCA_014169115.1_ASM1416911v1,plasmid_AA977,0
GCA_014169115.1_ASM1416911v1,plasmid_AA282,1
GCA_014169115.1_ASM1416911v1,plasmid_AA336,1
GCA_014169115.1_ASM1416911v1,plasmid_novel_5c80c4830b8e7b9254dd4e88fbd2a6a6,0
GCA_014169115.1_ASM1416911v1,plasmid_AC748,0
GCA_014169115.1_ASM1416911v1,plasmid_AB446,0
GCA_014169115.1_ASM1416911v1,plasmid_AA735,1
GCA_014131575.1_ASM1413157v1,plasmid_AE638,0
GCA_014131575.1_ASM1413157v1,plasmid_AA162,0
GCA_013749295.1_ASM1374929v1,plasmid_AA176,2
GCA_013749295.1_ASM1374929v1,plasmid_AA579,0
GCA_013749295.1_ASM1374929v1,plasmid_AG799,0
GCA_014169275.1_ASM1416927v1,plasmid_AC529,0
GCA_014169275.1_ASM1416927v1,plasmid_AA159,0
GCA_014169275.1_ASM1416927v1,plasmid_AA474,0
GCA_014169275.1_ASM1416927v1,plasmid_AA179,1
GCA_014169275.1_ASM1416927v1,plasmid_AA579,0
GCA_013900205.1_ASM1390020v1,plasmid_AA474,2
GCA_013900205.1_ASM1390020v1,plasmid_AA313,0
GCA_013745955.1_ASM1374595v1,plasmid_AA734,3
GCA_013745955.1_ASM1374595v1,plasmid_AA579,0
GCA_013745955.1_ASM1374595v1,plasmid_AA525,0
GCA_013745955.1_ASM1374595v1,plasmid_AF243,1
GCA_014168935.1_ASM1416893v1,plasmid_AA327,0
GCA_014168935.1_ASM1416893v1,plasmid_AC082,2
GCA_014169455.1_ASM1416945v1,plasmid_AA579,0
GCA_014169455.1_ASM1416945v1,plasmid_AA282,0
GCA_014169455.1_ASM1416945v1,plasmid_AA338,0
GCA_013834305.1_ASM1383430v1,plasmid_AA159,0
GCA_013834305.1_ASM1383430v1,plasmid_AA304,0
GCA_014169475.1_ASM1416947v1,plasmid_AA887,3
GCA_014169475.1_ASM1416947v1,plasmid_novel_c192f1520a902a565bed58f739f08888,0
GCA_014169475.1_ASM1416947v1,plasmid_novel_3f2ab018548bbfeb5dab63a1a4aa1660,0
GCA_014169475.1_ASM1416947v1,plasmid_AA149,0
GCA_014169475.1_ASM1416947v1,plasmid_AA579,0
GCA_014169475.1_ASM1416947v1,plasmid_AA977,0
GCA_014168675.1_ASM1416867v1,plasmid_AB957,0
GCA_014168675.1_ASM1416867v1,plasmid_AA176,1
GCA_013815235.1_ASM1381523v1,plasmid_AA475,0
GCA_013815235.1_ASM1381523v1,plasmid_AA318,1
GCA_013795795.1_ASM1379579v1,plasmid_AA941,1
