GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022071.1,174,1057,61009,62065
GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022072.1,174,1057,74268,75324
GCA_014169115.1_ASM1416911v1,plasmid_AA336,AP022070.1,141,1870,101944,103813
GCA_014169115.1_ASM1416911v1,plasmid_AA336,AP022069.1,141,1869,1995223,1997091
GCA_014169115.1_ASM1416911v1,plasmid_AA735,AP022069.1,173,1067,855998,857064
GCA_014169115.1_ASM1416911v1,plasmid_AA735,AP022070.1,173,1067,107336,108402
GCA_014169115.1_ASM1416911v1,plasmid_AA735,AP022070.1,173,1067,2459,3525
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,56,4662,114577,119238
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,56,4662,4095137,4099798
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,82,1245,126380,127624
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,82,1245,2033895,2035139
GCA_014169275.1_ASM1416927v1,plasmid_AA179,AP022120.1,69,2070,4134347,4136416
GCA_014169275.1_ASM1416927v1,plasmid_AA179,AP022121.1,69,2070,114907,116976
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,59,2660,27866,30525
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,59,2660,25206,27865
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,59,2660,889343,892002
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057971.1,59,2660,97906,100565
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,65,1869,4362314,4364182
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,65,1869,1300366,1302234
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,65,1868,2006047,2007914
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,63,2053,2521271,2523323
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,63,2053,143531,145583
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,67,1458,99972,101429
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,67,1458,28148,29605
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,68,1449,2557475,2558923
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,68,1449,137632,139080
GCA_013745955.1_ASM1374595v1,plasmid_AF243,CP056357.1,69,1374,1699822,1701195
GCA_013745955.1_ASM1374595v1,plasmid_AF243,CP056357.1,69,1374,1693190,1694563
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,60,5587,2640419,2646005
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,60,5587,1858751,1864337
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,77,1247,3958020,3959266
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,77,1247,1674301,1675547
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,116,1987,1366754,1368740
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,116,1991,41921,43911
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,124,1586,46027,47612
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,124,1586,1391,2976
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,129,1338,24074,25411
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,129,1338,73615,74952
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,129,1338,15634,16971
GCA_014168675.1_ASM1416867v1,plasmid_AA176,AP021933.1,49,1426,1205705,1207130
GCA_014168675.1_ASM1416867v1,plasmid_AA176,AP021933.1,49,1426,2116906,2118331
GCA_014168675.1_ASM1416867v1,plasmid_AA176,AP021933.1,49,1425,4730065,4731489
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057134.1,50,3202,5596,8797
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057134.1,50,3202,23800,27001
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056874.1,87,1457,9963,11419
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,87,1457,842548,844004
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,64,3439,58508,61946
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,64,3439,26138,29576
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,74,2354,52514,54867
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,74,2354,62594,64947
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,74,2354,68265,70618
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,74,2354,19863,22216
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,80,1690,70619,72308
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,80,1690,18173,19862
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057398.1,70,7607,55960,63566
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,70,7608,56668,64275
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057397.1,75,6026,105445,111470
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,75,6026,8283,14308
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057398.1,88,2833,69416,72248
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,88,2833,50571,53403
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057397.1,89,2704,87303,90006
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,89,2704,4759,7462
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057397.1,92,2001,91213,93213
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057400.1,92,2001,5231,7231
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057400.1,96,1834,26794,28627
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,96,1834,29194,31027
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057398.1,103,1310,67500,68809
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,103,1310,53964,55273
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,91,2225,18785,21009
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057398.1,91,2225,91775,93999
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,1444655,1446424
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057398.1,100,1770,54106,55875
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,4375221,4376990
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,3356786,3358555
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057398.1,100,1770,110271,112040
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057400.1,100,1770,47767,49536
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,1018970,1020739
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,100,1770,201112,202881
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,100,1770,115025,116794
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,2900019,2901788
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,2026723,2028492
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,2784151,2785920
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,3888781,3890550
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,100,1770,1875652,1877421
GCA_013789905.1_ASM1378990v1,plasmid_AA747,CP056786.1,115,1299,1293196,1294494
GCA_013789905.1_ASM1378990v1,plasmid_AA747,CP056786.1,115,1299,4080436,4081734
GCA_013789905.1_ASM1378990v1,plasmid_AA747,CP056786.1,115,1299,1890738,1892036
GCA_013789905.1_ASM1378990v1,plasmid_AA324,CP056787.1,114,1316,2042,3357
GCA_013789905.1_ASM1378990v1,plasmid_AA324,CP056786.1,114,1316,66804,68119
GCA_013789905.1_ASM1378990v1,plasmid_AA324,CP056786.1,114,1316,2827641,2828956
GCA_013742835.1_ASM1374283v1,plasmid_novel_349f27b0ae4729af2c68f40a4e524a9e,CP056627.1,135,3014,114955,117968
GCA_013742835.1_ASM1374283v1,plasmid_novel_349f27b0ae4729af2c68f40a4e524a9e,CP056627.1,135,3014,98847,101860
GCA_013748455.1_ASM1374845v1,plasmid_AA171,CP056471.1,91,1457,9963,11419
GCA_013748455.1_ASM1374845v1,plasmid_AA171,CP056470.1,91,1457,842548,844004
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,77,2354,19863,22216
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,77,2354,84344,86697
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,77,2354,68593,70946
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,77,2354,78673,81026
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,85,1690,86698,88387
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,85,1690,18173,19862
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,97,1316,37796,39111
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,97,1316,60119,61434
GCA_013729295.1_ASM1372929v1,plasmid_novel_98eefbd3c392cd5dfe7d674ad3b03397,CP056278.1,90,1119,3448214,3449332
GCA_013729295.1_ASM1372929v1,plasmid_novel_98eefbd3c392cd5dfe7d674ad3b03397,CP056278.1,90,1119,4032016,4033134
GCA_013729295.1_ASM1372929v1,plasmid_novel_98eefbd3c392cd5dfe7d674ad3b03397,CP056278.1,90,1119,2558854,2559972
GCA_013729295.1_ASM1372929v1,plasmid_novel_98eefbd3c392cd5dfe7d674ad3b03397,CP056278.1,90,1118,1019892,1021011
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,59,1331,1882049,1883379
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,59,1331,2433094,2434424
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,59,1331,3842132,3843462
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,59,1331,1741548,1742878
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,59,1331,231065,232395
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,59,1331,515690,517020
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,50,3129,5934,9062
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,50,3129,22629,25757
