SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_52,2583,1065942,1068524
SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_52,2583,2657052,2659634
SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_52,2583,1905892,1908474
SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_53,2532,1933184,1935715
SRR8182925,plasmid_AA171,CP021871.1,SRR8182925_202105251828_53,2532,56812,59343
SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_53,2532,4279766,4282297
SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_53,2532,861882,864413
SRR8182925,plasmid_AA171,CP021871.1,SRR8182925_202105251828_55,1530,16622,18151
SRR8182925,plasmid_AA171,CP021871.1,SRR8182925_202105251828_55,1530,4364,5893
SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_57,1443,164349,165791
SRR8182925,plasmid_AA171,CP021871.1,SRR8182925_202105251828_57,1443,84063,85505
SRR8182925,plasmid_AA171,CP021454.1,SRR8182925_202105251828_57,1443,2519965,2521407
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_62,2583,19321,21903
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_62,2583,1753201,1755783
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_62,2583,861066,863648
SRR11948708,plasmid_AA324,CP056471.1,SRR11948708_202105251828_65,2354,84344,86697
SRR11948708,plasmid_AA324,CP056471.1,SRR11948708_202105251828_65,2354,68593,70946
SRR11948708,plasmid_AA324,CP056471.1,SRR11948708_202105251828_65,2354,78673,81026
SRR11948708,plasmid_AA324,CP056472.1,SRR11948708_202105251828_65,2354,19863,22216
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_66,2314,5049762,5052075
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_66,2314,1981227,1983540
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_66,2314,846968,849281
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_66,2314,2794194,2796507
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_66,2314,3655358,3657671
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_70,1765,1946263,1948027
SRR11948708,plasmid_AA324,CP056471.1,SRR11948708_202105251828_70,1765,104568,106332
SRR11948708,plasmid_AA324,CP056471.1,SRR11948708_202105251828_73,1443,71481,72923
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_73,1443,2641956,2643398
SRR11948708,plasmid_AA324,CP056470.1,SRR11948708_202105251828_73,1443,4389505,4390947
SRR11948708,plasmid_AA336,CP056471.1,SRR11948708_202105251828_78,1089,60346,61434
SRR11948708,plasmid_AA336,CP056472.1,SRR11948708_202105251828_78,1089,37796,38884
SRR11949021,plasmid_AA176,CP056915.1,SRR11949021_202105251828_30,1041,51247,52287
SRR11949021,plasmid_AA176,CP056915.1,SRR11949021_202105251828_30,1041,56735,57775
SRR11905449,plasmid_AA171,CP054219.1,SRR11905449_202105251828_47,2532,3363684,3366215
SRR11905449,plasmid_AA171,CP054219.1,SRR11905449_202105251828_47,2532,1842237,1844768
SRR11905449,plasmid_AA171,CP054219.1,SRR11905449_202105251828_47,2532,4906911,4909442
SRR11905449,plasmid_AA171,CP054220.1,SRR11905449_202105251828_47,2532,48367,50898
SRR11905449,plasmid_AA171,CP054219.1,SRR11905449_202105251828_47,2532,3409842,3412373
SRR11905449,plasmid_AA171,CP054219.1,SRR11905449_202105251828_47,2532,783296,785827
SRR11905449,plasmid_AA171,CP054219.1,SRR11905449_202105251828_47,2532,4480137,4482668
SRR11905449,plasmid_AA171,CP054220.1,SRR11905449_202105251828_51,1530,15043,16572
SRR11905449,plasmid_AA171,CP054220.1,SRR11905449_202105251828_51,1530,27320,28849
SRR11905449,plasmid_AA474,CP054219.1,SRR11905449_202105251828_46,2582,3406162,3408743
SRR11905449,plasmid_AA474,CP054219.1,SRR11905449_202105251828_46,2582,798396,800977
SRR11905449,plasmid_AA474,CP054219.1,SRR11905449_202105251828_46,2582,1638172,1640753
SRR11905449,plasmid_AA474,CP054219.1,SRR11905449_202105251828_46,2582,19160,21741
DRR199249,plasmid_AA171,AP021998.1,DRR199249_202105251828_64,2532,836010,838541
DRR199249,plasmid_AA171,AP021998.1,DRR199249_202105251828_64,2532,1933748,1936279
DRR199249,plasmid_AA171,AP021999.1,DRR199249_202105251828_64,2532,77046,79577
DRR199249,plasmid_AA171,AP021998.1,DRR199249_202105251828_64,2531,4283436,4285966
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_43,2532,64505,67036
SRR4025854,plasmid_AA860,CP021935.1,SRR4025854_202105251828_43,2532,261867,264398
SRR4025854,plasmid_AA860,CP021935.1,SRR4025854_202105251828_43,2532,2949317,2951848
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_53,1322,6712,8033
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_53,1322,18819,20140
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_53,1322,130971,132292
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_53,1322,143078,144399
SRR4025854,plasmid_AA860,CP021936.1,SRR4025854_202105251828_53,1322,52264,53585
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_56,1121,9774,10894
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_56,1121,15958,17078
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_56,1121,140217,141337
SRR4025854,plasmid_AA860,CP021936.1,SRR4025854_202105251828_56,1121,50205,51325
SRR4025854,plasmid_AA860,CP021937.1,SRR4025854_202105251828_56,1121,134033,135153
SRR4025854,plasmid_AD068,CP021937.1,SRR4025854_202105251828_46,2388,110002,112389
SRR4025854,plasmid_AD068,CP021937.1,SRR4025854_202105251828_46,2388,12233,14620
SRR4025854,plasmid_AD068,CP021937.1,SRR4025854_202105251828_46,2388,136491,138878
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_30,10260,112957,123216
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_30,10255,27898,38152
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_32,6234,20288,26521
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_32,6234,331,6564
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_32,6234,144547,150780
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_32,6227,124597,130823
SRR4025854,plasmid_AA735,CP021935.1,SRR4025854_202105251828_42,2581,4646186,4648766
SRR4025854,plasmid_AA735,CP021935.1,SRR4025854_202105251828_42,2581,2986946,2989526
SRR4025854,plasmid_AA735,CP021935.1,SRR4025854_202105251828_42,2581,1134898,1137478
SRR4025854,plasmid_AA735,CP021935.1,SRR4025854_202105251828_42,2581,253421,256001
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_47,1994,132166,134159
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_47,1994,7907,9900
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_47,1994,16952,18945
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_47,1994,141211,143204
SRR4025854,plasmid_AA735,CP021938.1,SRR4025854_202105251828_49,1816,29030,30845
SRR4025854,plasmid_AA735,CP021937.1,SRR4025854_202105251828_49,1816,89281,91096
SRR3112334,plasmid_AA474,CP032264.1,SRR3112334_202105251828_52,4415,5264,9678
SRR3112334,plasmid_AA474,CP032265.1,SRR3112334_202105251828_52,4415,4015477,4019891
SRR3112334,plasmid_AA474,CP032265.1,SRR3112334_202105251828_61,1305,2934475,2935779
SRR3112334,plasmid_AA474,CP032265.1,SRR3112334_202105251828_61,1305,2942263,2943567
SRR3112334,plasmid_AA176,CP032263.1,SRR3112334_202105251828_64,1129,97664,98792
SRR3112334,plasmid_AA176,CP032263.1,SRR3112334_202105251828_64,1129,118068,119196
SRR3112334,plasmid_AA176,CP032265.1,SRR3112334_202105251828_64,1129,2898939,2900067
SRR3112334,plasmid_AA176,CP032263.1,SRR3112334_202105251828_64,1129,70023,71151
SRR3112334,plasmid_AA176,CP032265.1,SRR3112334_202105251828_66,1057,2141143,2142199
SRR3112334,plasmid_AA176,CP032265.1,SRR3112334_202105251828_66,1057,1655779,1656835
SRR6985737,plasmid_AA474,CP030337.1,SRR6985737_202105251828_59,2583,2729970,2732552
SRR6985737,plasmid_AA474,CP030337.1,SRR6985737_202105251828_59,2583,1875580,1878162
SRR6985737,plasmid_AA474,CP030337.1,SRR6985737_202105251828_59,2583,1083015,1085597
SRR6985737,plasmid_AA474,CP030337.1,SRR6985737_202105251828_61,2531,2933070,2935600
SRR6985737,plasmid_AA474,CP030337.1,SRR6985737_202105251828_61,2531,1848340,1850870
SRR6985737,plasmid_AA474,CP030337.1,SRR6985737_202105251828_61,2531,4524892,4527422
SRR6985737,plasmid_AA372,CP030339.1,SRR6985737_202105251828_73,1443,8043,9485
SRR6985737,plasmid_AA372,CP030337.1,SRR6985737_202105251828_73,1442,3630931,3632372
DRR199303,plasmid_AA171,AP022064.1,DRR199303_202105251828_90,2532,3992478,3995009
DRR199303,plasmid_AA171,AP022065.1,DRR199303_202105251828_90,2532,88777,91308
