GCA_014169115.1_ASM1416911v1,plasmid_AD482,AP022075.1,2918,2918
GCA_014169115.1_ASM1416911v1,plasmid_AC512,AP022070.1,15839,15846
GCA_014169115.1_ASM1416911v1,plasmid_AA977,AP022074.1,3971,4225
GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022071.1,76279,76287
GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022072.1,1057,76287
GCA_014169115.1_ASM1416911v1,plasmid_AA336,AP022072.1,56687,82269
GCA_014169115.1_ASM1416911v1,plasmid_AA336,AP022070.1,21692,82269
GCA_014169115.1_ASM1416911v1,plasmid_AA336,AP022069.1,5750,82269
GCA_014169115.1_ASM1416911v1,plasmid_novel_5c80c4830b8e7b9254dd4e88fbd2a6a6,AP022069.1,18040,29727
GCA_014169115.1_ASM1416911v1,plasmid_novel_5c80c4830b8e7b9254dd4e88fbd2a6a6,AP022070.1,11687,29727
GCA_014169115.1_ASM1416911v1,plasmid_AC748,no_correct_alignments,0,0
GCA_014169115.1_ASM1416911v1,plasmid_AB446,AP022073.1,4774,4866
GCA_014169115.1_ASM1416911v1,plasmid_AA735,AP022070.1,24599,35070
GCA_014169115.1_ASM1416911v1,plasmid_AA735,AP022069.1,13744,35070
GCA_014131575.1_ASM1413157v1,plasmid_AE638,CP048863.1,26551,26551
GCA_014131575.1_ASM1413157v1,plasmid_AA162,CP048864.1,4593,4593
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,114121,127383
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,34325,127383
GCA_013749295.1_ASM1374929v1,plasmid_AA579,CP056526.1,4074,4074
GCA_013749295.1_ASM1374929v1,plasmid_AG799,CP056525.1,4040,4040
GCA_014169275.1_ASM1416927v1,plasmid_AC529,AP022125.1,2997,2997
GCA_014169275.1_ASM1416927v1,plasmid_AA159,AP022123.1,7233,7233
GCA_014169275.1_ASM1416927v1,plasmid_AA474,AP022122.1,88738,90951
GCA_014169275.1_ASM1416927v1,plasmid_AA474,AP022120.1,3784,90951
GCA_014169275.1_ASM1416927v1,plasmid_AA179,AP022121.1,155663,155837
GCA_014169275.1_ASM1416927v1,plasmid_AA179,AP022120.1,7935,155837
GCA_014169275.1_ASM1416927v1,plasmid_AF232,AP022120.1,2614,2614
GCA_014169275.1_ASM1416927v1,plasmid_AA579,AP022124.1,4020,4062
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,110218,109438
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,8266,109438
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057971.1,2660,109438
GCA_013900205.1_ASM1390020v1,plasmid_AA313,CP057971.1,135553,135639
GCA_013745955.1_ASM1374595v1,plasmid_AD448,CP056357.1,36412,36412
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,116734,138490
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,28047,138490
GCA_013745955.1_ASM1374595v1,plasmid_AA579,CP056360.1,4073,4073
GCA_013745955.1_ASM1374595v1,plasmid_AA525,CP056359.1,4116,4116
GCA_013745955.1_ASM1374595v1,plasmid_AF243,CP056357.1,2748,1374
GCA_013745955.1_ASM1374595v1,plasmid_AF242,CP056357.1,15021,13183
GCA_014168935.1_ASM1416893v1,plasmid_AA327,AP022031.1,72662,72743
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,50502,37436
GCA_014169455.1_ASM1416945v1,plasmid_AA579,AP022176.1,4065,4072
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,91495,91495
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022175.1,59377,60635
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,22702,60635
GCA_013834305.1_ASM1383430v1,plasmid_AA159,CP057457.1,6811,6811
GCA_013834305.1_ASM1383430v1,plasmid_AA304,CP057456.1,95064,95064
GCA_013834305.1_ASM1383430v1,plasmid_AA304,CP057455.1,2426,95064
GCA_013834305.1_ASM1383430v1,plasmid_AF232,CP057455.1,3750,1875
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,109963,110582
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,34003,110582
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022179.1,8216,110582
GCA_014169475.1_ASM1416947v1,plasmid_novel_c192f1520a902a565bed58f739f08888,AP022179.1,17346,18643
GCA_014169475.1_ASM1416947v1,plasmid_novel_c192f1520a902a565bed58f739f08888,AP022177.1,6485,18643
GCA_014169475.1_ASM1416947v1,plasmid_novel_3f2ab018548bbfeb5dab63a1a4aa1660,AP022179.1,27200,32285
GCA_014169475.1_ASM1416947v1,plasmid_novel_3f2ab018548bbfeb5dab63a1a4aa1660,AP022177.1,5082,32285
GCA_014169475.1_ASM1416947v1,plasmid_AA149,AP022181.1,4491,4563
GCA_014169475.1_ASM1416947v1,plasmid_AA579,AP022182.1,4074,4074
GCA_014169475.1_ASM1416947v1,plasmid_AA977,AP022180.1,5166,5166
GCA_014168675.1_ASM1416867v1,plasmid_AB957,AP021934.1,7622,8921
GCA_014168675.1_ASM1416867v1,plasmid_AB957,AP021933.1,3897,8921
GCA_014168675.1_ASM1416867v1,plasmid_AA176,AP021934.1,93395,96079
GCA_014168675.1_ASM1416867v1,plasmid_AA176,AP021933.1,6793,96079
GCA_013815235.1_ASM1381523v1,plasmid_AA475,CP057134.1,85018,85018
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057135.1,62288,81750
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057134.1,21406,81750
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057133.1,2516,81750
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056874.1,13449,26099
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,26245,26099
GCA_013795795.1_ASM1379579v1,plasmid_novel_4204f75c392bde35a1d1663c61906664,CP056874.1,11456,11456
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,59853,80863
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,29627,80863
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056873.1,7749,80863
GCA_013795795.1_ASM1379579v1,plasmid_AG799,CP056874.1,9676,9676
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057886.1,102195,100937
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057885.1,2516,100937
GCA_013899605.1_ASM1389960v1,plasmid_AB442,CP057887.1,4671,4671
GCA_013899605.1_ASM1389960v1,plasmid_AF190,CP057885.1,23114,17831
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,99400,103350
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057398.1,11750,103350
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057397.1,10731,103350
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057400.1,5784,103350
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,71102,71102
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057398.1,2225,71102
GCA_013830785.1_ASM1383078v1,plasmid_AC510,CP057401.1,6888,6888
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,90233,92814
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,17903,92814
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057397.1,2586,92814
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057400.1,1293,92814
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,207725,207879
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,23626,207879
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057398.1,7388,207879
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057400.1,1770,207879
GCA_013830785.1_ASM1383078v1,plasmid_AE638,CP057398.1,28414,28414
GCA_013830785.1_ASM1383078v1,plasmid_novel_6a5d54fde33211a060e4d5147c8ed563,CP057398.1,17213,18644
GCA_013830785.1_ASM1383078v1,plasmid_novel_6a5d54fde33211a060e4d5147c8ed563,CP057400.1,1431,18644
GCA_013830785.1_ASM1383078v1,plasmid_AG658,CP057397.1,10574,10574
GCA_013789905.1_ASM1378990v1,plasmid_AB685,CP056793.1,1551,1551
GCA_013789905.1_ASM1378990v1,plasmid_AA747,CP056788.1,109072,110371
GCA_013789905.1_ASM1378990v1,plasmid_AA747,CP056786.1,3897,110371
GCA_013789905.1_ASM1378990v1,plasmid_AB238,CP056792.1,1909,1976
