SRR8182925,0
SRR8182925,0
SRR8182925,0
SRR8182925,0
SRR3999089,0
SRR3999089,0
SRR3999089,0
SRR4025854,0
SRR4025854,0
SRR4025854,0
SRR4025854,0
SRR4025854,0
SRR4025854,0
SRR4025854,0
SRR3112334,0
SRR3112334,0
SRR3112334,0
SRR3112334,0
SRR3112334,0
SRR6985737,0
SRR6985737,2
SRR6985737,0
SRR6985737,0
SRR6985737,0
SRR6985737,0
SRR6985737,0
SRR5482170,0
SRR5482170,0
SRR5482170,0
SRR5168233,0
SRR5168233,0
SRR5168233,0
SRR5168210,0
SRR5168210,0
SRR5168210,0
SRR5168210,0
SRR3999086,0
SRR3999086,0
SRR3999062,0
SRR3999062,0
SRR3999062,0
SRR3999062,0
SRR3999061,0
SRR3999061,0
SRR3999061,0
SRR2970646,0
SRR3465539,0
SRR3465539,0
DRR192221,0
DRR192221,0
DRR192221,0
SRR4025855,0
SRR4025855,0
SRR4025855,0
SRR4025855,0
SRR3999060,0
SRR3999060,0
SRR3999060,0
SRR3999060,1
SRR3999060,0
SRR3999087,0
SRR3999087,0
SRR3999087,0
SRR3999087,0
SRR3999087,0
SRR5167858,0
SRR5167858,0
SRR5167858,0
SRR5167858,0
SRR5167858,0
SRR5167858,0
SRR3999101,0
SRR3999101,0
SRR3999101,0
SRR3999101,0
SRR3999101,0
SRR3999101,0
SRR4025862,0
SRR4025862,0
SRR4025862,0
SRR3999091,0
SRR3999091,0
SRR3999091,0
SRR3999091,0
SRR3999091,0
SRR11148636,0
SRR11148636,0
SRR5168234,0
SRR5168234,0
SRR5168234,0
SRR5167859,0
SRR5167859,0
SRR5167859,0
SRR5167859,0
SRR5167859,0
SRR5167859,0
SRR3112332,0
SRR3112332,0
SRR3112332,0
SRR3112332,0
SRR3112332,0
SRR5168211,0
SRR5168211,0
SRR5168211,0
SRR5168211,0
SRR3112329,0
SRR3112329,0
SRR3112329,1
SRR3112329,0
SRR3112329,0
SRR3112329,0
SRR3999096,0
SRR3999096,0
SRR3999096,0
SRR3999096,0
SRR3999096,0
SRR3999096,0
SRR3999081,0
SRR3999081,0
SRR3999081,0
