SRR8182925,plasmid_AB685,0
SRR8182925,plasmid_AA171,1
SRR8182925,plasmid_AA575,0
SRR8182925,plasmid_AA977,0
SRR3999089,plasmid_AA552,0
SRR3999089,plasmid_novel_79f3e8492f3b5cceddcce0563ce27582,0
SRR3999089,plasmid_AA175,0
SRR4025854,plasmid_AB685,0
SRR4025854,plasmid_AA860,2
SRR4025854,plasmid_AD068,1
SRR4025854,plasmid_AA579,0
SRR4025854,plasmid_AA977,0
SRR4025854,plasmid_AC509,0
SRR4025854,plasmid_AA735,4
SRR3112334,plasmid_AB685,0
SRR3112334,plasmid_AB443,0
SRR3112334,plasmid_AA474,1
SRR3112334,plasmid_AA176,1
SRR3112334,plasmid_AC509,0
SRR6985737,plasmid_AB685,0
SRR6985737,plasmid_AA171,0
SRR6985737,plasmid_AA552,0
SRR6985737,plasmid_AA474,0
SRR6985737,plasmid_AA579,0
SRR6985737,plasmid_AA977,0
SRR6985737,plasmid_AA372,0
SRR5482170,plasmid_AB685,0
SRR5482170,plasmid_AA171,1
SRR5482170,plasmid_AA977,0
SRR5168233,plasmid_AA171,2
SRR5168233,plasmid_AA747,0
SRR5168233,plasmid_AA552,0
SRR5168210,plasmid_AB685,0
SRR5168210,plasmid_AA171,1
SRR5168210,plasmid_AB445,0
SRR5168210,plasmid_AB446,0
SRR3999086,plasmid_AA552,0
SRR3999086,plasmid_AA735,0
SRR3999062,plasmid_AA619,0
SRR3999062,plasmid_AA171,1
SRR3999062,plasmid_AA356,0
SRR3999062,plasmid_AA977,0
SRR3999061,plasmid_AA747,0
SRR3999061,plasmid_AB692,0
SRR3999061,plasmid_AA735,0
SRR2970646,plasmid_AA735,0
SRR3465539,plasmid_AA474,0
SRR3465539,plasmid_AA337,3
DRR192221,plasmid_AA179,0
DRR192221,plasmid_AA579,0
DRR192221,plasmid_AA735,0
SRR4025855,plasmid_AB685,0
SRR4025855,plasmid_AA171,1
SRR4025855,plasmid_AB445,0
SRR4025855,plasmid_AB446,0
SRR3999060,plasmid_AA364,0
SRR3999060,plasmid_AA171,0
SRR3999060,plasmid_AA118,0
SRR3999060,plasmid_AA579,0
SRR3999060,plasmid_AA977,0
SRR3999087,plasmid_AA171,0
SRR3999087,plasmid_AA579,0
SRR3999087,plasmid_AA448,1
SRR3999087,plasmid_AA977,0
SRR3999087,plasmid_AB692,0
SRR5167858,plasmid_AB685,0
SRR5167858,plasmid_AA860,3
SRR5167858,plasmid_AA579,0
SRR5167858,plasmid_AA977,0
SRR5167858,plasmid_AC509,0
SRR5167858,plasmid_AA735,3
SRR3999101,plasmid_AB685,0
SRR3999101,plasmid_AA171,0
SRR3999101,plasmid_AA519,0
SRR3999101,plasmid_AA579,0
SRR3999101,plasmid_AA356,0
SRR3999101,plasmid_AA977,0
SRR4025862,plasmid_AA171,0
SRR4025862,plasmid_AA747,0
SRR4025862,plasmid_AA552,2
SRR3999091,plasmid_AA619,0
SRR3999091,plasmid_AA179,0
SRR3999091,plasmid_AA738,1
SRR3999091,plasmid_AG658,0
SRR3999091,plasmid_AB193,0
SRR11148636,plasmid_AA173,2
SRR11148636,plasmid_AA336,0
SRR5168234,plasmid_AA171,2
SRR5168234,plasmid_AA747,0
SRR5168234,plasmid_AA552,0
SRR5167859,plasmid_AB685,0
SRR5167859,plasmid_AA860,3
SRR5167859,plasmid_AA579,0
SRR5167859,plasmid_AA977,0
SRR5167859,plasmid_AC509,0
SRR5167859,plasmid_AA735,3
SRR3112332,plasmid_AB685,0
SRR3112332,plasmid_AA171,0
SRR3112332,plasmid_AA552,0
SRR3112332,plasmid_AA579,0
SRR3112332,plasmid_AA977,0
SRR5168211,plasmid_AB685,0
SRR5168211,plasmid_AA171,2
SRR5168211,plasmid_AB445,0
SRR5168211,plasmid_AB446,0
SRR3112329,plasmid_AB685,0
SRR3112329,plasmid_AA171,0
SRR3112329,plasmid_AA474,0
SRR3112329,plasmid_AA977,0
SRR3112329,plasmid_AC509,0
SRR3112329,plasmid_AA147,0
SRR3999096,plasmid_AA436,1
SRR3999096,plasmid_AD158,0
SRR3999096,plasmid_AA161,0
SRR3999096,plasmid_AA324,1
SRR3999096,plasmid_AA147,0
SRR3999096,plasmid_AA979,0
SRR3999081,plasmid_AA171,0
SRR3999081,plasmid_AB978,0
SRR3999081,plasmid_AA282,0
