GCA_002193095.1,SRR8182925,plasmid_AB685,no_correct_alignments,0,0
GCA_002193095.1,SRR8182925,plasmid_AA171,CP021871.1,121859,120637
GCA_002193095.1,SRR8182925,plasmid_AA575,no_correct_alignments,0,0
GCA_002193095.1,SRR8182925,plasmid_AA977,no_correct_alignments,0,0
GCA_002012145.1,SRR3999089,plasmid_AA552,CP019006.1,47531,47658
GCA_002012145.1,SRR3999089,plasmid_novel_79f3e8492f3b5cceddcce0563ce27582,no_correct_alignments,0,0
GCA_002012145.1,SRR3999089,plasmid_AA175,CP019007.1,124431,124432
GCA_002202175.1,SRR4025854,plasmid_AB685,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA860,CP021936.1,137402,140096
GCA_002202175.1,SRR4025854,plasmid_AA860,CP021937.1,12212,140096
GCA_002202175.1,SRR4025854,plasmid_AD068,CP021937.1,7164,2388
GCA_002202175.1,SRR4025854,plasmid_AA579,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA977,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AC509,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA735,CP021938.1,72197,149693
GCA_002202175.1,SRR4025854,plasmid_AA735,CP021937.1,113917,149693
GCA_003571825.1,SRR3112334,plasmid_AB685,no_correct_alignments,0,0
GCA_003571825.1,SRR3112334,plasmid_AB443,no_correct_alignments,0,0
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032264.1,84616,87091
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032263.1,542,87091
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032265.1,4415,87091
GCA_003571825.1,SRR3112334,plasmid_AA176,CP032263.1,149346,171495
GCA_003571825.1,SRR3112334,plasmid_AA176,CP032264.1,12261,171495
GCA_003571825.1,SRR3112334,plasmid_AA176,CP032265.1,12644,171495
GCA_003571825.1,SRR3112334,plasmid_AC509,no_correct_alignments,0,0
GCA_003288455.1,SRR6985737,plasmid_AB685,CP030338.1,1549,1676
GCA_003288455.1,SRR6985737,plasmid_AA171,CP030339.1,13771,79815
GCA_003288455.1,SRR6985737,plasmid_AA552,CP030335.1,72453,73547
GCA_003288455.1,SRR6985737,plasmid_AA474,CP030340.1,34927,92991
GCA_003288455.1,SRR6985737,plasmid_AA474,CP030336.1,15603,92991
GCA_003288455.1,SRR6985737,plasmid_AA579,CP030333.1,4082,4209
GCA_003288455.1,SRR6985737,plasmid_AA977,CP030334.1,5167,5294
GCA_003288455.1,SRR6985737,plasmid_AA372,no_correct_alignments,0,0
GCA_002157245.1,SRR5482170,plasmid_AB685,no_correct_alignments,0,0
GCA_002157245.1,SRR5482170,plasmid_AA171,CP021180.1,121823,120518
GCA_002157245.1,SRR5482170,plasmid_AA977,no_correct_alignments,0,0
GCA_002056635.1,SRR5168233,plasmid_AA171,CP020117.1,97426,97680
GCA_002056635.1,SRR5168233,plasmid_AA171,CP020119.1,2249,97680
GCA_002056635.1,SRR5168233,plasmid_AA747,CP020118.1,109701,109701
GCA_002056635.1,SRR5168233,plasmid_AA552,CP020119.1,49207,49207
GCA_002180195.1,SRR5168210,plasmid_AB685,no_correct_alignments,0,0
GCA_002180195.1,SRR5168210,plasmid_AA171,CP021690.1,135229,133827
GCA_002180195.1,SRR5168210,plasmid_AB445,no_correct_alignments,0,0
GCA_002180195.1,SRR5168210,plasmid_AB446,no_correct_alignments,0,0
GCA_002012065.1,SRR3999086,plasmid_AA552,CP018977.1,57916,58229
GCA_002012065.1,SRR3999086,plasmid_AA735,CP018978.1,113438,113438
GCA_002011965.1,SRR3999062,plasmid_AA619,CP018950.1,34893,34893
GCA_002011965.1,SRR3999062,plasmid_AA171,CP018952.1,123820,122315
GCA_002011965.1,SRR3999062,plasmid_AA356,CP018949.1,16559,16686
GCA_002011965.1,SRR3999062,plasmid_AA977,no_correct_alignments,0,0
GCA_002012165.1,SRR3999061,plasmid_AA747,CP019013.1,109057,109184
GCA_002012165.1,SRR3999061,plasmid_AB692,no_correct_alignments,0,0
GCA_002012165.1,SRR3999061,plasmid_AA735,CP019014.1,134819,136617
GCA_001469815.1,SRR2970646,plasmid_AA735,CP013657.1,137615,137749
GCA_001663475.1,SRR3465539,plasmid_AA474,CP015161.1,87445,87450
GCA_001663475.1,SRR3465539,plasmid_AA337,CP015160.1,171724,154251
GCA_010725305.1,DRR192221,plasmid_AA179,AP022362.1,10645,10645
GCA_010725305.1,DRR192221,plasmid_AA579,no_correct_alignments,0,0
GCA_010725305.1,DRR192221,plasmid_AA735,AP022362.1,99454,99454
GCA_002180195.1,SRR4025855,plasmid_AB685,no_correct_alignments,0,0
GCA_002180195.1,SRR4025855,plasmid_AA171,CP021690.1,132968,131634
GCA_002180195.1,SRR4025855,plasmid_AB445,no_correct_alignments,0,0
GCA_002180195.1,SRR4025855,plasmid_AB446,no_correct_alignments,0,0
GCA_002012025.1,SRR3999060,plasmid_AA364,CP018968.1,42963,43072
GCA_002012025.1,SRR3999060,plasmid_AA171,CP018969.1,72890,72890
GCA_002012025.1,SRR3999060,plasmid_AA118,no_correct_alignments,0,0
GCA_002012025.1,SRR3999060,plasmid_AA579,CP018966.1,3133,5487
GCA_002012025.1,SRR3999060,plasmid_AA977,CP018967.1,5167,5294
GCA_002012245.1,SRR3999087,plasmid_AA171,CP018998.1,79516,79516
GCA_002012245.1,SRR3999087,plasmid_AA579,CP018996.1,4073,4200
GCA_002012245.1,SRR3999087,plasmid_AA448,CP018999.1,127534,134060
GCA_002012245.1,SRR3999087,plasmid_AA448,CP018998.1,7854,134060
GCA_002012245.1,SRR3999087,plasmid_AA977,CP018997.1,4921,5294
GCA_002012245.1,SRR3999087,plasmid_AB692,no_correct_alignments,0,0
GCA_002202175.1,SRR5167858,plasmid_AB685,no_correct_alignments,0,0
GCA_002202175.1,SRR5167858,plasmid_AA860,CP021936.1,137635,142716
GCA_002202175.1,SRR5167858,plasmid_AA860,CP021937.1,21402,142716
GCA_002202175.1,SRR5167858,plasmid_AA579,no_correct_alignments,0,0
GCA_002202175.1,SRR5167858,plasmid_AA977,no_correct_alignments,0,0
GCA_002202175.1,SRR5167858,plasmid_AC509,no_correct_alignments,0,0
GCA_002202175.1,SRR5167858,plasmid_AA735,CP021938.1,74793,149360
GCA_002202175.1,SRR5167858,plasmid_AA735,CP021937.1,108746,149360
GCA_002012205.1,SRR3999101,plasmid_AB685,no_correct_alignments,0,0
GCA_002012205.1,SRR3999101,plasmid_AA171,CP018982.1,87161,87162
GCA_002012205.1,SRR3999101,plasmid_AA519,no_correct_alignments,0,0
GCA_002012205.1,SRR3999101,plasmid_AA579,CP018980.1,4074,4201
GCA_002012205.1,SRR3999101,plasmid_AA356,CP018981.1,14029,14052
