GCA_002193095.1,SRR8182925,plasmid_AB685,no_correct_alignments,0,0
GCA_002193095.1,SRR8182925,plasmid_AA171,CP021871.1,121859,120637
GCA_002193095.1,SRR8182925,plasmid_AA575,no_correct_alignments,0,0
GCA_002193095.1,SRR8182925,plasmid_AA977,no_correct_alignments,0,0
GCA_013748455.1,SRR11948708,plasmid_AA324,CP056471.1,76268,78342
GCA_013748455.1,SRR11948708,plasmid_AA324,CP056470.1,4217,78342
GCA_013748455.1,SRR11948708,plasmid_AA324,CP056472.1,4541,78342
GCA_013748455.1,SRR11948708,plasmid_AA336,CP056472.1,62506,78141
GCA_013748455.1,SRR11948708,plasmid_AA336,CP056471.1,15635,78141
GCA_013798625.1,SRR11949021,plasmid_AA176,CP056915.1,138773,138773
GCA_002012145.1,SRR3999089,plasmid_AA552,CP019006.1,47531,47658
GCA_002012145.1,SRR3999089,plasmid_novel_79f3e8492f3b5cceddcce0563ce27582,no_correct_alignments,0,0
GCA_002012145.1,SRR3999089,plasmid_AA175,CP019007.1,124431,124432
GCA_013372325.1,SRR11905449,plasmid_AA171,CP054220.1,121366,120159
GCA_013372325.1,SRR11905449,plasmid_AA474,CP054221.1,84843,86117
GCA_013372325.1,SRR11905449,plasmid_AA977,CP054222.1,5167,5294
GCA_013372325.1,SRR11905449,plasmid_AB687,no_correct_alignments,0,0
GCA_014168835.1,DRR199249,plasmid_AB685,no_correct_alignments,0,0
GCA_014168835.1,DRR199249,plasmid_AA171,AP021999.1,87696,87827
GCA_014168835.1,DRR199249,plasmid_AA579,AP022002.1,4087,4214
GCA_014168835.1,DRR199249,plasmid_AA977,AP022001.1,5167,5294
GCA_014168835.1,DRR199249,plasmid_AC509,AP022000.1,6669,6796
GCA_002202175.1,SRR4025854,plasmid_AB685,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA860,CP021936.1,137402,137656
GCA_002202175.1,SRR4025854,plasmid_AA860,CP021937.1,9772,137656
GCA_002202175.1,SRR4025854,plasmid_AD068,CP021937.1,7164,2388
GCA_002202175.1,SRR4025854,plasmid_AA579,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA977,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AC509,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA735,CP021938.1,72197,152133
GCA_002202175.1,SRR4025854,plasmid_AA735,CP021937.1,116357,152133
GCA_003571825.1,SRR3112334,plasmid_AB685,no_correct_alignments,0,0
GCA_003571825.1,SRR3112334,plasmid_AB443,no_correct_alignments,0,0
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032264.1,84616,87091
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032263.1,542,87091
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032265.1,4415,87091
GCA_003571825.1,SRR3112334,plasmid_AA176,CP032263.1,149346,171495
GCA_003571825.1,SRR3112334,plasmid_AA176,CP032264.1,12261,171495
GCA_003571825.1,SRR3112334,plasmid_AA176,CP032265.1,12644,171495
GCA_003571825.1,SRR3112334,plasmid_AC509,no_correct_alignments,0,0
GCA_003288455.1,SRR6985737,plasmid_AB685,CP030338.1,1549,1676
GCA_003288455.1,SRR6985737,plasmid_AA171,CP030339.1,13771,79815
GCA_003288455.1,SRR6985737,plasmid_AA552,CP030335.1,72453,73547
GCA_003288455.1,SRR6985737,plasmid_AA474,CP030340.1,34927,92991
GCA_003288455.1,SRR6985737,plasmid_AA474,CP030336.1,15603,92991
GCA_003288455.1,SRR6985737,plasmid_AA579,CP030333.1,4082,4209
GCA_003288455.1,SRR6985737,plasmid_AA977,CP030334.1,5167,5294
GCA_003288455.1,SRR6985737,plasmid_AA372,no_correct_alignments,0,0
GCA_014169095.1,DRR199303,plasmid_AA171,AP022065.1,109542,114554
GCA_014169095.1,DRR199303,plasmid_AA171,AP022066.1,4695,114554
GCA_014169095.1,DRR199303,plasmid_AA474,AP022065.1,4877,100162
GCA_014169095.1,DRR199303,plasmid_AA474,AP022066.1,95055,100162
GCA_014169095.1,DRR199303,plasmid_AA579,AP022068.1,4087,4214
GCA_014169095.1,DRR199303,plasmid_AA977,AP022067.1,5167,5294
GCA_002157245.1,SRR5482170,plasmid_AB685,no_correct_alignments,0,0
GCA_002157245.1,SRR5482170,plasmid_AA171,CP021180.1,121823,120518
GCA_002157245.1,SRR5482170,plasmid_AA977,no_correct_alignments,0,0
GCA_002056635.1,SRR5168233,plasmid_AA171,CP020117.1,97426,97680
GCA_002056635.1,SRR5168233,plasmid_AA171,CP020119.1,2249,97680
GCA_002056635.1,SRR5168233,plasmid_AA747,CP020118.1,109701,109701
GCA_002056635.1,SRR5168233,plasmid_AA552,CP020119.1,49207,49207
GCA_002180195.1,SRR5168210,plasmid_AB685,no_correct_alignments,0,0
GCA_002180195.1,SRR5168210,plasmid_AA171,CP021690.1,135229,133827
GCA_002180195.1,SRR5168210,plasmid_AB445,no_correct_alignments,0,0
GCA_002180195.1,SRR5168210,plasmid_AB446,no_correct_alignments,0,0
GCA_013749295.1,SRR11949256,plasmid_AA176,CP056525.1,115156,115199
GCA_013749295.1,SRR11949256,plasmid_AA579,CP056526.1,4074,4201
GCA_002012065.1,SRR3999086,plasmid_AA552,CP018977.1,57916,58229
GCA_002012065.1,SRR3999086,plasmid_AA735,CP018978.1,113438,113438
GCA_013748665.1,SRR11949248,plasmid_AA941,CP056493.1,10803,15025
GCA_013748665.1,SRR11949248,plasmid_AA941,CP056492.1,4222,15025
GCA_013748665.1,SRR11949248,plasmid_AC512,CP056493.1,12246,12246
GCA_013748665.1,SRR11949248,plasmid_AA336,CP056494.1,70465,101133
GCA_013748665.1,SRR11949248,plasmid_AA336,CP056493.1,30570,101133
GCA_013748665.1,SRR11949248,plasmid_novel_9bb70579ad2b3b5905c4ef22667e5de9,CP056493.1,14103,14103
GCA_014168955.1,DRR199263,plasmid_AB685,no_correct_alignments,0,0
GCA_014168955.1,DRR199263,plasmid_AA171,AP022033.1,96042,94878
GCA_014168955.1,DRR199263,plasmid_AA579,AP022035.1,4087,4214
GCA_014168955.1,DRR199263,plasmid_AA977,AP022034.1,5167,5294
GCA_002011965.1,SRR3999062,plasmid_AA619,CP018950.1,34893,34893
GCA_002011965.1,SRR3999062,plasmid_AA171,CP018952.1,123820,122315
GCA_002011965.1,SRR3999062,plasmid_AA356,CP018949.1,16559,16686
GCA_002011965.1,SRR3999062,plasmid_AA977,no_correct_alignments,0,0
GCA_013751075.1,SRR11949134,plasmid_AB685,CP056580.1,1549,1676
GCA_013751075.1,SRR11949134,plasmid_AA171,CP056579.1,110004,108924
GCA_013751075.1,SRR11949134,plasmid_AA171,CP056578.1,1300,108924
GCA_013751075.1,SRR11949134,plasmid_AA977,no_correct_alignments,0,0
