GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,307
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,77
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022072.1,77
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_4,CP048864.1,127
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_1,CP048863.1,1143
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_2,CP048863.1,635
GCA_013749295.1_ASM1374929v1,GCA_013749295.1_ASM1374929v1_component_0,CP056525.1,76
GCA_013749295.1_ASM1374929v1,GCA_013749295.1_ASM1374929v1_component_1,CP056524.1,231
GCA_013749295.1_ASM1374929v1,GCA_013749295.1_ASM1374929v1_component_2,CP056526.1,77
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_3,AP022125.1,77
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_0,AP022121.1,763
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_0,CP056358.1,170
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_2,CP056359.1,77
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_3,CP056360.1,77
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_1,CP056357.1,169
GCA_014168935.1_ASM1416893v1,GCA_014168935.1_ASM1416893v1_component_0,AP022030.1,231
GCA_014169455.1_ASM1416945v1,GCA_014169455.1_ASM1416945v1_component_0,AP022174.1,352
GCA_013834305.1_ASM1383430v1,GCA_013834305.1_ASM1383430v1_component_1,CP057457.1,77
GCA_013834305.1_ASM1383430v1,GCA_013834305.1_ASM1383430v1_component_0,CP057455.1,308
