GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,13516,23940
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_3,no_correct_alignments,0,0
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,106960,148945
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,19511,148945
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022074.1,4896,148945
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022072.1,9067,148945
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,25711,17248
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_4,CP048864.1,4593,4720
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_3,CP048863.1,10525,10967
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_0,CP048863.1,27287,29144
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_1,CP048863.1,37410,26392
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_2,CP048863.1,14897,12630
GCA_013749295.1_ASM1374929v1,GCA_013749295.1_ASM1374929v1_component_0,CP056525.1,55897,70764
GCA_013749295.1_ASM1374929v1,GCA_013749295.1_ASM1374929v1_component_0,CP056524.1,11620,70764
GCA_013749295.1_ASM1374929v1,GCA_013749295.1_ASM1374929v1_component_1,CP056524.1,16381,17965
GCA_013749295.1_ASM1374929v1,GCA_013749295.1_ASM1374929v1_component_2,CP056526.1,4074,4151
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_2,AP022123.1,6834,7310
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_1,AP022121.1,25238,38078
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_1,AP022120.1,12705,38078
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_3,AP022125.1,2997,3074
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_0,AP022122.1,88180,199306
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_0,AP022121.1,99274,199306
GCA_014169275.1_ASM1416927v1,GCA_014169275.1_ASM1416927v1_component_0,AP022120.1,13406,199306
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_0,CP056358.1,116111,125976
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_0,CP056357.1,5784,125976
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_2,CP056359.1,4116,4193
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_3,CP056360.1,4073,4150
GCA_013745955.1_ASM1374595v1,GCA_013745955.1_ASM1374595v1_component_1,CP056357.1,26387,25416
GCA_014168935.1_ASM1416893v1,GCA_014168935.1_ASM1416893v1_component_1,AP022030.1,19719,20260
GCA_014168935.1_ASM1416893v1,GCA_014168935.1_ASM1416893v1_component_0,AP022031.1,72920,136089
GCA_014168935.1_ASM1416893v1,GCA_014168935.1_ASM1416893v1_component_0,AP022030.1,75140,136089
GCA_014168935.1_ASM1416893v1,GCA_014168935.1_ASM1416893v1_component_2,AP022030.1,16113,14608
GCA_014169455.1_ASM1416945v1,GCA_014169455.1_ASM1416945v1_component_2,AP022173.1,3709,3709
GCA_014169455.1_ASM1416945v1,GCA_014169455.1_ASM1416945v1_component_0,AP022174.1,92054,94555
GCA_014169455.1_ASM1416945v1,GCA_014169455.1_ASM1416945v1_component_0,AP022175.1,748,94555
GCA_014169455.1_ASM1416945v1,GCA_014169455.1_ASM1416945v1_component_1,AP022176.1,4043,4149
GCA_013834305.1_ASM1383430v1,GCA_013834305.1_ASM1383430v1_component_1,CP057457.1,6811,6888
GCA_013834305.1_ASM1383430v1,GCA_013834305.1_ASM1383430v1_component_0,CP057455.1,32392,31479
GCA_014169475.1_ASM1416947v1,GCA_014169475.1_ASM1416947v1_component_0,AP022178.1,96302,205242
GCA_014169475.1_ASM1416947v1,GCA_014169475.1_ASM1416947v1_component_0,AP022179.1,88506,205242
GCA_014169475.1_ASM1416947v1,GCA_014169475.1_ASM1416947v1_component_0,AP022177.1,55904,205242
GCA_014169475.1_ASM1416947v1,GCA_014169475.1_ASM1416947v1_component_1,AP022180.1,5166,5243
GCA_014169475.1_ASM1416947v1,GCA_014169475.1_ASM1416947v1_component_2,AP022182.1,4074,4151
GCA_014168675.1_ASM1416867v1,GCA_014168675.1_ASM1416867v1_component_2,AP021933.1,81625,82499
GCA_014168675.1_ASM1416867v1,GCA_014168675.1_ASM1416867v1_component_0,AP021934.1,101955,103663
GCA_014168675.1_ASM1416867v1,GCA_014168675.1_ASM1416867v1_component_1,AP021933.1,82725,88462
GCA_013815235.1_ASM1381523v1,GCA_013815235.1_ASM1381523v1_component_0,CP057134.1,128756,134786
GCA_013815235.1_ASM1381523v1,GCA_013815235.1_ASM1381523v1_component_1,CP057133.1,44992,41578
GCA_013795795.1_ASM1379579v1,GCA_013795795.1_ASM1379579v1_component_1,CP056873.1,16932,15718
GCA_013795795.1_ASM1379579v1,GCA_013795795.1_ASM1379579v1_component_0,CP056875.1,63096,156404
GCA_013795795.1_ASM1379579v1,GCA_013795795.1_ASM1379579v1_component_0,CP056874.1,50703,156404
GCA_013795795.1_ASM1379579v1,GCA_013795795.1_ASM1379579v1_component_0,CP056873.1,21244,156404
