GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_21
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_26
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_28
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_34
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_36
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_37
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_38
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_39
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_1,AP022069.1,NODE_42
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_1
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_2,1,1380
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_2,1381,4984
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_2,4985,6960
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022074.1,NODE_2,7215,12110
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_3
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_4
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_5
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_6
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_7
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_8
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022072.1,NODE_9
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_12
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_13
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_14
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_16
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_17
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_18
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_19
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_19
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_19
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022072.1,NODE_19
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_19
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_19
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_20
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_23
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_25
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_30
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022072.1,NODE_30
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_31
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_31
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_31
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_32
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_33
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_35
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022070.1,NODE_40
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_41
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_41
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_0,AP022069.1,NODE_41
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,NODE_10
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,NODE_10
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,NODE_11
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,NODE_11
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,NODE_15
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,NODE_22
GCA_014169115.1_ASM1416911v1,GCA_014169115.1_ASM1416911v1_component_2,AP022069.1,NODE_22
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_4,CP048864.1,NODE_5
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_3,CP048863.1,NODE_2
GCA_014131575.1_ASM1413157v1,GCA_014131575.1_ASM1413157v1_component_0,CP048863.1,NODE_1
