>1,DRR192221,chromosome
>2,DRR192221,chromosome
>3,DRR192221,chromosome
>4,DRR192221,chromosome
>5,DRR192221,chromosome
>6,DRR192221,chromosome
>7,DRR192221,chromosome
>8,DRR192221,chromosome
>9,DRR192221,chromosome
>10,DRR192221,chromosome
>11,DRR192221,chromosome
>12,DRR192221,chromosome
>13,DRR192221,chromosome
>14,DRR192221,chromosome
>15,DRR192221,chromosome
>16,DRR192221,chromosome
>17,DRR192221,chromosome
>18,DRR192221,chromosome
>19,DRR192221,chromosome
>20,DRR192221,chromosome
>21,DRR192221,chromosome
>23,DRR192221,chromosome
>24,DRR192221,chromosome
>25,DRR192221,chromosome
>26,DRR192221,chromosome
>27,DRR192221,chromosome
>28,DRR192221,chromosome
>29,DRR192221,chromosome
>30,DRR192221,chromosome
>32,DRR192221,chromosome
>33,DRR192221,chromosome
>34,DRR192221,chromosome
>35,DRR192221,chromosome
>36,DRR192221,chromosome
>37,DRR192221,chromosome
>38,DRR192221,chromosome
>39,DRR192221,chromosome
>40,DRR192221,chromosome
>41,DRR192221,chromosome
>42,DRR192221,chromosome
>43,DRR192221,chromosome
>44,DRR192221,chromosome
>48,DRR192221,chromosome
>49,DRR192221,chromosome
>50,DRR192221,chromosome
>51,DRR192221,chromosome
>52,DRR192221,chromosome
>53,DRR192221,chromosome
>58,DRR192221,chromosome
>59,DRR192221,chromosome
>60,DRR192221,chromosome
>61,DRR192221,chromosome
>63,DRR192221,chromosome
>65,DRR192221,chromosome
>66,DRR192221,chromosome
>67,DRR192221,chromosome
>69,DRR192221,chromosome
>70,DRR192221,chromosome
>72,DRR192221,chromosome
>74,DRR192221,chromosome
>75,DRR192221,chromosome
>76,DRR192221,chromosome
>77,DRR192221,chromosome
>78,DRR192221,chromosome
>79,DRR192221,chromosome
>81,DRR192221,chromosome
>82,DRR192221,chromosome
>83,DRR192221,chromosome
>84,DRR192221,chromosome
>85,DRR192221,chromosome
>86,DRR192221,chromosome
>87,DRR192221,chromosome
>88,DRR192221,chromosome
>89,DRR192221,chromosome
>90,DRR192221,chromosome
>91,DRR192221,chromosome
>92,DRR192221,chromosome
>93,DRR192221,chromosome
>94,DRR192221,chromosome
>95,DRR192221,chromosome
>96,DRR192221,chromosome
>97,DRR192221,chromosome
>98,DRR192221,chromosome
>99,DRR192221,chromosome
>100,DRR192221,chromosome
>101,DRR192221,chromosome
>102,DRR192221,chromosome
>103,DRR192221,chromosome
>104,DRR192221,chromosome
>105,DRR192221,chromosome
>106,DRR192221,chromosome
>107,DRR192221,chromosome
>108,DRR192221,chromosome
>109,DRR192221,chromosome
>110,DRR192221,chromosome
>111,DRR192221,chromosome
>112,DRR192221,chromosome
>113,DRR192221,chromosome
>114,DRR192221,chromosome
>115,DRR192221,chromosome
>116,DRR192221,chromosome
>117,DRR192221,chromosome
>118,DRR192221,chromosome
>119,DRR192221,chromosome
>120,DRR192221,chromosome
>121,DRR192221,chromosome
>122,DRR192221,chromosome
>123,DRR192221,chromosome
>124,DRR192221,chromosome
>125,DRR192221,chromosome
>126,DRR192221,chromosome
>127,DRR192221,chromosome
>128,DRR192221,chromosome
>129,DRR192221,chromosome
>130,DRR192221,chromosome
>131,DRR192221,chromosome
>132,DRR192221,chromosome
>133,DRR192221,chromosome
>134,DRR192221,chromosome
>135,DRR192221,chromosome
>136,DRR192221,chromosome
>137,DRR192221,chromosome
>138,DRR192221,chromosome
>139,DRR192221,chromosome
>140,DRR192221,chromosome
>141,DRR192221,chromosome
>142,DRR192221,chromosome
>143,DRR192221,chromosome
>144,DRR192221,chromosome
>145,DRR192221,chromosome
>146,DRR192221,chromosome
>147,DRR192221,chromosome
>22,DRR192221,plasmid
>31,DRR192221,plasmid
>45,DRR192221,plasmid
>46,DRR192221,plasmid
>47,DRR192221,plasmid
>54,DRR192221,plasmid
>55,DRR192221,plasmid
>56,DRR192221,plasmid
>57,DRR192221,plasmid
>62,DRR192221,plasmid
>64,DRR192221,plasmid
>68,DRR192221,plasmid
>71,DRR192221,plasmid
>73,DRR192221,plasmid
>80,DRR192221,plasmid
>1,DRR199249,chromosome
>2,DRR199249,chromosome
>3,DRR199249,chromosome
>4,DRR199249,chromosome
>5,DRR199249,chromosome
>6,DRR199249,chromosome
>7,DRR199249,chromosome
>8,DRR199249,chromosome
>9,DRR199249,chromosome
>10,DRR199249,chromosome
>11,DRR199249,chromosome
>12,DRR199249,chromosome
>13,DRR199249,chromosome
>14,DRR199249,chromosome
>15,DRR199249,chromosome
>16,DRR199249,chromosome
>17,DRR199249,chromosome
>18,DRR199249,chromosome
>19,DRR199249,chromosome
>20,DRR199249,chromosome
>21,DRR199249,chromosome
>22,DRR199249,chromosome
>23,DRR199249,chromosome
>24,DRR199249,chromosome
>25,DRR199249,chromosome
>26,DRR199249,chromosome
>27,DRR199249,chromosome
>28,DRR199249,chromosome
>29,DRR199249,chromosome
>30,DRR199249,chromosome
>31,DRR199249,chromosome
>32,DRR199249,chromosome
>33,DRR199249,chromosome
>34,DRR199249,chromosome
>35,DRR199249,chromosome
>36,DRR199249,chromosome
>37,DRR199249,chromosome
>38,DRR199249,chromosome
>39,DRR199249,chromosome
>40,DRR199249,chromosome
>41,DRR199249,chromosome
>42,DRR199249,chromosome
>43,DRR199249,chromosome
>45,DRR199249,chromosome
>46,DRR199249,chromosome
>48,DRR199249,chromosome
>51,DRR199249,chromosome
>52,DRR199249,chromosome
>54,DRR199249,chromosome
>55,DRR199249,chromosome
>56,DRR199249,chromosome
>58,DRR199249,chromosome
>60,DRR199249,chromosome
>61,DRR199249,chromosome
>64,DRR199249,chromosome
>65,DRR199249,chromosome
>66,DRR199249,chromosome
>67,DRR199249,chromosome
>69,DRR199249,chromosome
>70,DRR199249,chromosome
>71,DRR199249,chromosome
>72,DRR199249,chromosome
>73,DRR199249,chromosome
>74,DRR199249,chromosome
>75,DRR199249,chromosome
>76,DRR199249,chromosome
>77,DRR199249,chromosome
>78,DRR199249,chromosome
>81,DRR199249,chromosome
>82,DRR199249,chromosome
>84,DRR199249,chromosome
>85,DRR199249,chromosome
>86,DRR199249,chromosome
>87,DRR199249,chromosome
>88,DRR199249,chromosome
>89,DRR199249,chromosome
>90,DRR199249,chromosome
>91,DRR199249,chromosome
>92,DRR199249,chromosome
>93,DRR199249,chromosome
>94,DRR199249,chromosome
>95,DRR199249,chromosome
>96,DRR199249,chromosome
>97,DRR199249,chromosome
>98,DRR199249,chromosome
>99,DRR199249,chromosome
>100,DRR199249,chromosome
>101,DRR199249,chromosome
>102,DRR199249,chromosome
>103,DRR199249,chromosome
>104,DRR199249,chromosome
>105,DRR199249,chromosome
>106,DRR199249,chromosome
>107,DRR199249,chromosome
>108,DRR199249,chromosome
>109,DRR199249,chromosome
>110,DRR199249,chromosome
>111,DRR199249,chromosome
>112,DRR199249,chromosome
>113,DRR199249,chromosome
>114,DRR199249,chromosome
>115,DRR199249,chromosome
>116,DRR199249,chromosome
>117,DRR199249,chromosome
>118,DRR199249,chromosome
>119,DRR199249,chromosome
>120,DRR199249,chromosome
>121,DRR199249,chromosome
>122,DRR199249,chromosome
>123,DRR199249,chromosome
>124,DRR199249,chromosome
>125,DRR199249,chromosome
>126,DRR199249,chromosome
>127,DRR199249,chromosome
>128,DRR199249,chromosome
>129,DRR199249,chromosome
>130,DRR199249,chromosome
>131,DRR199249,chromosome
>132,DRR199249,chromosome
>133,DRR199249,chromosome
>134,DRR199249,chromosome
>135,DRR199249,chromosome
>136,DRR199249,chromosome
>137,DRR199249,chromosome
>138,DRR199249,chromosome
>139,DRR199249,chromosome
>140,DRR199249,chromosome
>141,DRR199249,chromosome
>142,DRR199249,chromosome
>143,DRR199249,chromosome
>144,DRR199249,chromosome
>145,DRR199249,chromosome
>146,DRR199249,chromosome
>147,DRR199249,chromosome
>148,DRR199249,chromosome
>149,DRR199249,chromosome
>150,DRR199249,chromosome
>151,DRR199249,chromosome
>152,DRR199249,chromosome
>153,DRR199249,chromosome
>154,DRR199249,chromosome
>155,DRR199249,chromosome
>156,DRR199249,chromosome
>157,DRR199249,chromosome
>158,DRR199249,chromosome
>159,DRR199249,chromosome
>160,DRR199249,chromosome
>161,DRR199249,chromosome
>162,DRR199249,chromosome
