SRR8182925,plasmid_AB685,0
SRR8182925,plasmid_AA171,4
SRR8182925,plasmid_AA575,0
SRR8182925,plasmid_AA977,0
SRR11948708,plasmid_AA171,4
SRR11948708,plasmid_novel_4204f75c392bde35a1d1663c61906664,0
SRR11948708,plasmid_AA336,12
SRR11948708,plasmid_AG799,0
SRR11949021,plasmid_AA176,0
SRR3999089,plasmid_AA552,0
SRR3999089,plasmid_AA175,0
SRR11905449,plasmid_AA171,8
SRR11905449,plasmid_AA474,0
SRR11905449,plasmid_AA977,0
DRR199249,plasmid_AB685,0
DRR199249,plasmid_AA171,4
DRR199249,plasmid_AA579,0
DRR199249,plasmid_AA977,0
DRR199249,plasmid_AC509,0
SRR4025854,plasmid_AB685,0
SRR4025854,plasmid_AA860,8
SRR4025854,plasmid_AD068,4
SRR4025854,plasmid_AA579,0
SRR4025854,plasmid_AA977,0
SRR4025854,plasmid_AC509,0
SRR4025854,plasmid_AA735,16
SRR3112334,plasmid_AB685,0
SRR3112334,plasmid_AB443,0
SRR3112334,plasmid_AA474,8
SRR3112334,plasmid_AA176,0
SRR3112334,plasmid_AC509,0
SRR6985737,plasmid_AB685,0
SRR6985737,plasmid_AA171,0
SRR6985737,plasmid_AA552,0
SRR6985737,plasmid_AA474,0
SRR6985737,plasmid_AA579,0
SRR6985737,plasmid_AA977,0
SRR6985737,plasmid_AA372,0
DRR199303,plasmid_AA171,4
DRR199303,plasmid_AA474,0
DRR199303,plasmid_AA579,0
DRR199303,plasmid_AA977,0
SRR5482170,plasmid_AB685,0
SRR5482170,plasmid_AA171,4
SRR5482170,plasmid_AA977,0
SRR5168233,plasmid_AA171,8
SRR5168233,plasmid_AA747,0
SRR5168233,plasmid_AA552,0
SRR5168210,plasmid_AB685,0
SRR5168210,plasmid_AA171,8
SRR5168210,plasmid_AB445,0
SRR5168210,plasmid_AB446,0
SRR11949256,plasmid_AA176,4
SRR11949256,plasmid_AA579,0
SRR11949256,plasmid_AG799,0
SRR3999086,plasmid_AA552,0
SRR3999086,plasmid_AA735,0
SRR11949248,plasmid_AA173,4
SRR11949248,plasmid_AA941,4
SRR11949248,plasmid_AA336,8
DRR199263,plasmid_AB685,0
DRR199263,plasmid_AA171,4
DRR199263,plasmid_AA579,0
DRR199263,plasmid_AA977,0
SRR3999062,plasmid_AA619,0
SRR3999062,plasmid_AA171,4
SRR3999062,plasmid_AA038,0
SRR11949134,plasmid_AB685,0
SRR11949134,plasmid_AA171,4
SRR11948872,plasmid_AB444,0
SRR11948872,plasmid_AA971,0
SRR11948872,plasmid_AA552,4
SRR11948872,plasmid_AA172,0
SRR11948872,plasmid_AA579,0
SRR11948872,plasmid_AA336,0
SRR3999061,plasmid_AA747,0
SRR3999061,plasmid_AA735,0
SRR2970646,plasmid_AA735,0
SRR3465539,plasmid_AA474,0
SRR3465539,plasmid_AA337,24
SRR3465539,plasmid_AA336,0
DRR192221,plasmid_AA179,0
DRR192221,plasmid_AA579,0
