GCA_002193095.1,SRR8182925,plasmid_AB685,no_correct_alignments,0,0
GCA_002193095.1,SRR8182925,plasmid_AA171,CP021871.1,107522,106119
GCA_002193095.1,SRR8182925,plasmid_AA575,no_correct_alignments,0,0
GCA_002193095.1,SRR8182925,plasmid_AA977,no_correct_alignments,0,0
GCA_013748455.1,SRR11948708,plasmid_AA171,CP056471.1,25588,28405
GCA_013748455.1,SRR11948708,plasmid_AA171,CP056470.1,4274,28405
GCA_013748455.1,SRR11948708,plasmid_novel_4204f75c392bde35a1d1663c61906664,CP056471.1,11456,11456
GCA_013748455.1,SRR11948708,plasmid_AA336,CP056472.1,58664,81392
GCA_013748455.1,SRR11948708,plasmid_AA336,CP056471.1,32796,81392
GCA_013748455.1,SRR11948708,plasmid_AG799,CP056471.1,9676,9676
GCA_013798625.1,SRR11949021,plasmid_AA176,CP056915.1,130305,130305
GCA_002012145.1,SRR3999089,plasmid_AA552,CP019006.1,47531,47531
GCA_002012145.1,SRR3999089,plasmid_AA175,CP019007.1,119105,119106
GCA_013372325.1,SRR11905449,plasmid_AA171,CP054220.1,118794,117410
GCA_013372325.1,SRR11905449,plasmid_AA171,CP054221.1,1073,117410
GCA_013372325.1,SRR11905449,plasmid_AA474,CP054221.1,83044,84318
GCA_013372325.1,SRR11905449,plasmid_AA977,CP054222.1,5167,5167
GCA_014168835.1,DRR199249,plasmid_AB685,no_correct_alignments,0,0
GCA_014168835.1,DRR199249,plasmid_AA171,AP021999.1,90117,89126
GCA_014168835.1,DRR199249,plasmid_AA579,AP022002.1,3694,4087
GCA_014168835.1,DRR199249,plasmid_AA977,AP022001.1,4816,5073
GCA_014168835.1,DRR199249,plasmid_AC509,AP022000.1,6229,6669
GCA_002202175.1,SRR4025854,plasmid_AB685,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA860,CP021936.1,137635,137636
GCA_002202175.1,SRR4025854,plasmid_AA860,CP021937.1,11800,137636
GCA_002202175.1,SRR4025854,plasmid_AD068,CP021937.1,6405,2135
GCA_002202175.1,SRR4025854,plasmid_AA579,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA977,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AC509,no_correct_alignments,0,0
GCA_002202175.1,SRR4025854,plasmid_AA735,CP021938.1,72679,142781
GCA_002202175.1,SRR4025854,plasmid_AA735,CP021937.1,106293,142781
GCA_003571825.1,SRR3112334,plasmid_AB685,no_correct_alignments,0,0
GCA_003571825.1,SRR3112334,plasmid_AB443,no_correct_alignments,0,0
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032264.1,96067,96078
GCA_003571825.1,SRR3112334,plasmid_AA474,CP032265.1,6369,96078
GCA_003571825.1,SRR3112334,plasmid_AA176,CP032263.1,139353,139353
GCA_003571825.1,SRR3112334,plasmid_AC509,no_correct_alignments,0,0
GCA_003288455.1,SRR6985737,plasmid_AB685,no_correct_alignments,0,0
GCA_003288455.1,SRR6985737,plasmid_AA171,CP030339.1,21904,73029
