GCA_014169115.1_ASM1416911v1,plasmid_AB685,no_correct_alignments,0,0
GCA_014169115.1_ASM1416911v1,plasmid_AD482,AP022075.1,3072,3072
GCA_014169115.1_ASM1416911v1,plasmid_AB595,AP022070.1,5086,6857
GCA_014169115.1_ASM1416911v1,plasmid_AB595,AP022069.1,1706,6857
GCA_014169115.1_ASM1416911v1,plasmid_AA977,AP022074.1,4896,5227
GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022071.1,79889,97971
GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022070.1,17047,97971
GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022069.1,10556,97971
GCA_014169115.1_ASM1416911v1,plasmid_AA282,AP022072.1,3670,97971
GCA_014169115.1_ASM1416911v1,plasmid_AA336,AP022072.1,70416,80368
GCA_014169115.1_ASM1416911v1,plasmid_AA336,AP022070.1,9918,80368
GCA_014169115.1_ASM1416911v1,plasmid_AA352,AP022069.1,27738,83314
GCA_014169115.1_ASM1416911v1,plasmid_AA352,AP022070.1,56859,83314
GCA_014169115.1_ASM1416911v1,plasmid_AC748,AP022076.1,2100,2177
GCA_014169115.1_ASM1416911v1,plasmid_AB446,AP022073.1,4851,5020
GCA_014131575.1_ASM1413157v1,plasmid_AE638,CP048863.1,27316,27316
GCA_014131575.1_ASM1413157v1,plasmid_AA162,CP048864.1,4593,4720
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,119946,133736
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,31319,133736
GCA_013749295.1_ASM1374929v1,plasmid_AA579,CP056526.1,4074,4151
GCA_014169275.1_ASM1416927v1,plasmid_AC529,AP022125.1,2906,3124
GCA_014169275.1_ASM1416927v1,plasmid_AA159,AP022123.1,7233,7360
GCA_014169275.1_ASM1416927v1,plasmid_AA474,AP022122.1,88590,90609
GCA_014169275.1_ASM1416927v1,plasmid_AA474,AP022120.1,3784,90609
GCA_014169275.1_ASM1416927v1,plasmid_AA179,AP022121.1,152730,156327
GCA_014169275.1_ASM1416927v1,plasmid_AF232,no_correct_alignments,0,0
GCA_014169275.1_ASM1416927v1,plasmid_AA579,no_correct_alignments,0,0
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,110406,110555
GCA_013900205.1_ASM1390020v1,plasmid_AA313,CP057971.1,135917,136133
GCA_013745955.1_ASM1374595v1,plasmid_AD448,CP056357.1,36994,38325
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,115431,115431
GCA_013745955.1_ASM1374595v1,plasmid_AA579,CP056360.1,4073,4200
GCA_013745955.1_ASM1374595v1,plasmid_AA525,CP056359.1,4116,4243
GCA_013745955.1_ASM1374595v1,plasmid_AF243,no_correct_alignments,0,0
GCA_013745955.1_ASM1374595v1,plasmid_AF242,CP056357.1,12038,16764
GCA_014168935.1_ASM1416893v1,plasmid_AA327,AP022031.1,74285,74285
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,29441,32557
GCA_014169455.1_ASM1416945v1,plasmid_AA579,AP022176.1,4043,4149
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,93458,93612
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022175.1,59860,59975
GCA_013834305.1_ASM1383430v1,plasmid_AA159,CP057457.1,6811,6938
GCA_013834305.1_ASM1383430v1,plasmid_AA304,CP057456.1,94105,94105
GCA_013834305.1_ASM1383430v1,plasmid_AF232,no_correct_alignments,0,0
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,67880,116164
GCA_014169475.1_ASM1416947v1,plasmid_AA149,no_correct_alignments,0,0
GCA_014169475.1_ASM1416947v1,plasmid_AA579,no_correct_alignments,0,0
