GCA_014169115.1_ASM1416911v1,plasmid_AC748,AP022076.1,77
GCA_014131575.1_ASM1413157v1,plasmid_AA162,CP048864.1,127
GCA_013749295.1_ASM1374929v1,plasmid_AA579,CP056526.1,77
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,149
GCA_013900205.1_ASM1390020v1,plasmid_AA313,CP057971.1,108
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,90
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022175.1,21
GCA_013834305.1_ASM1383430v1,plasmid_AA159,CP057457.1,127
GCA_014169475.1_ASM1416947v1,plasmid_AA977,AP022180.1,77
GCA_013795795.1_ASM1379579v1,plasmid_AA173,CP056873.1,77
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,77
GCA_013899605.1_ASM1389960v1,plasmid_AB442,CP057887.1,77
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,127
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,143
GCA_013830785.1_ASM1383078v1,plasmid_AC510,CP057401.1,127
GCA_013830785.1_ASM1383078v1,plasmid_AA176,CP057398.1,68
GCA_013789905.1_ASM1378990v1,plasmid_AC748,CP056791.1,77
GCA_013742835.1_ASM1374283v1,plasmid_AA816,CP056625.1,252
GCA_013742835.1_ASM1374283v1,plasmid_AA816,CP056627.1,241
GCA_013742835.1_ASM1374283v1,plasmid_AA816,CP056626.1,252
GCA_013742835.1_ASM1374283v1,plasmid_AA102,CP056628.1,127
GCA_013742835.1_ASM1374283v1,plasmid_AA537,CP056629.1,127
GCA_013900245.1_ASM1390024v1,plasmid_AA378,CP057976.1,127
GCA_013730915.1_ASM1373091v1,plasmid_AA747,CP056300.1,45
GCA_013729295.1_ASM1372929v1,plasmid_AD481,CP056281.1,127
GCA_013827205.1_ASM1382720v1,plasmid_AA161,CP057338.1,77
GCA_013821185.1_ASM1382118v1,plasmid_AB442,CP057253.1,77
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,254
GCA_014109025.1_ASM1410902v1,plasmid_AD465,CP058056.1,77
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,77
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058053.1,77
GCA_014131555.1_ASM1413155v1,plasmid_AA170,CP048861.1,180
GCA_013750815.1_ASM1375081v1,plasmid_AA620,CP056572.1,127
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,638
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,127
GCA_013821835.1_ASM1382183v1,plasmid_AA516,CP057261.1,77
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,127
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057639.1,254
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,713
GCA_013832285.1_ASM1383228v1,plasmid_AC510,CP057425.1,77
GCA_013832285.1_ASM1383228v1,plasmid_AB445,CP057427.1,77
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,231
GCA_013890395.1_ASM1389039v1,plasmid_AA378,CP057623.1,77
