GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014169115.1_ASM1416911v1,0
GCA_014131575.1_ASM1413157v1,0
GCA_014131575.1_ASM1413157v1,0
GCA_013749295.1_ASM1374929v1,0
GCA_013749295.1_ASM1374929v1,0
GCA_014169275.1_ASM1416927v1,1
GCA_014169275.1_ASM1416927v1,1
GCA_014169275.1_ASM1416927v1,0
GCA_014169275.1_ASM1416927v1,5
GCA_014169275.1_ASM1416927v1,3
GCA_013900205.1_ASM1390020v1,0
GCA_013900205.1_ASM1390020v1,0
GCA_013745955.1_ASM1374595v1,0
GCA_013745955.1_ASM1374595v1,1
GCA_013745955.1_ASM1374595v1,1
GCA_014168935.1_ASM1416893v1,0
GCA_014168935.1_ASM1416893v1,0
GCA_014169455.1_ASM1416945v1,0
GCA_014169455.1_ASM1416945v1,0
GCA_014169455.1_ASM1416945v1,0
GCA_013834305.1_ASM1383430v1,0
GCA_013834305.1_ASM1383430v1,0
GCA_014169475.1_ASM1416947v1,15
GCA_014169475.1_ASM1416947v1,1
GCA_014169475.1_ASM1416947v1,1
GCA_014169475.1_ASM1416947v1,2
GCA_014169475.1_ASM1416947v1,0
GCA_014169475.1_ASM1416947v1,0
GCA_014168675.1_ASM1416867v1,0
GCA_014168675.1_ASM1416867v1,1
GCA_013815235.1_ASM1381523v1,0
GCA_013815235.1_ASM1381523v1,0
GCA_013795795.1_ASM1379579v1,0
GCA_013795795.1_ASM1379579v1,0
GCA_013795795.1_ASM1379579v1,0
GCA_013899605.1_ASM1389960v1,1
GCA_013899605.1_ASM1389960v1,0
GCA_013830785.1_ASM1383078v1,0
GCA_013830785.1_ASM1383078v1,9
GCA_013830785.1_ASM1383078v1,0
GCA_013830785.1_ASM1383078v1,0
GCA_013830785.1_ASM1383078v1,4
GCA_013830785.1_ASM1383078v1,0
GCA_013830785.1_ASM1383078v1,12
GCA_013789905.1_ASM1378990v1,1
GCA_013789905.1_ASM1378990v1,0
GCA_013789905.1_ASM1378990v1,0
GCA_013789905.1_ASM1378990v1,0
GCA_013789905.1_ASM1378990v1,5
GCA_013789905.1_ASM1378990v1,0
GCA_013789905.1_ASM1378990v1,0
GCA_013742835.1_ASM1374283v1,0
GCA_013742835.1_ASM1374283v1,0
GCA_013742835.1_ASM1374283v1,1
GCA_013742835.1_ASM1374283v1,0
GCA_013742835.1_ASM1374283v1,0
GCA_013742835.1_ASM1374283v1,0
GCA_013900245.1_ASM1390024v1,0
GCA_013900245.1_ASM1390024v1,0
GCA_013730915.1_ASM1373091v1,0
GCA_013823975.1_ASM1382397v1,0
GCA_013748455.1_ASM1374845v1,0
GCA_013748455.1_ASM1374845v1,0
GCA_013748455.1_ASM1374845v1,0
GCA_013748455.1_ASM1374845v1,1
GCA_013729295.1_ASM1372929v1,0
GCA_013729295.1_ASM1372929v1,3
GCA_013729295.1_ASM1372929v1,0
GCA_013827205.1_ASM1382720v1,1
GCA_013827205.1_ASM1382720v1,0
GCA_014131475.1_ASM1413147v1,0
GCA_014109065.1_ASM1410906v1,1
GCA_014109065.1_ASM1410906v1,0
GCA_013821185.1_ASM1382118v1,0
GCA_013821185.1_ASM1382118v1,0
GCA_013821185.1_ASM1382118v1,0
GCA_013783905.1_ASM1378390v1,0
GCA_013815865.1_ASM1381586v1,0
GCA_013785265.1_ASM1378526v1,1
GCA_014109025.1_ASM1410902v1,0
GCA_014109025.1_ASM1410902v1,0
GCA_014109025.1_ASM1410902v1,0
GCA_014109025.1_ASM1410902v1,0
GCA_014109025.1_ASM1410902v1,0
GCA_013803905.1_ASM1380390v1,0
GCA_014131555.1_ASM1413155v1,1
GCA_014131555.1_ASM1413155v1,0
GCA_014131555.1_ASM1413155v1,0
GCA_014131555.1_ASM1413155v1,0
GCA_014131555.1_ASM1413155v1,1
GCA_013750815.1_ASM1375081v1,0
GCA_013750815.1_ASM1375081v1,0
GCA_013750815.1_ASM1375081v1,0
GCA_013922765.1_ASM1392276v1,0
GCA_014168735.1_ASM1416873v1,0
GCA_014168735.1_ASM1416873v1,0
GCA_013821835.1_ASM1382183v1,0
GCA_013821835.1_ASM1382183v1,0
GCA_013821835.1_ASM1382183v1,0
GCA_014168855.1_ASM1416885v1,0
GCA_013891215.1_ASM1389121v1,0
GCA_013891215.1_ASM1389121v1,1
GCA_013891215.1_ASM1389121v1,6
GCA_014131495.1_ASM1413149v1,0
GCA_014131495.1_ASM1413149v1,1
GCA_014131495.1_ASM1413149v1,1
GCA_013832285.1_ASM1383228v1,0
GCA_013832285.1_ASM1383228v1,0
GCA_013832285.1_ASM1383228v1,0
GCA_013832285.1_ASM1383228v1,0
GCA_013832285.1_ASM1383228v1,0
GCA_013795285.1_ASM1379528v1,0
GCA_013798625.1_ASM1379862v1,0
GCA_013898915.1_ASM1389891v1,0
GCA_013729535.1_ASM1372953v1,0
GCA_013751495.1_ASM1375149v1,0
GCA_013751495.1_ASM1375149v1,0
GCA_014131655.1_ASM1413165v1,0
GCA_013890395.1_ASM1389039v1,10
GCA_013890395.1_ASM1389039v1,1
GCA_013890395.1_ASM1389039v1,1
GCA_013890395.1_ASM1389039v1,0
GCA_013795065.1_ASM1379506v1,0
